twitter_id,party,twitter_name
944417993290928128,0,edelson_nancy
44505738,1,EdFranulovic
16424044,1,EdWorkforceCmte
989917831176376321,0,efcmitchell
23600262,0,EleanorNorton
953041598727716864,1,Elections101
2485713498,1,ElectMikeBishop
919804596,1,ElephantNews
109579534,1,EliseStefanik
1060984272,0,Elizabeth_Esty
63262233,0,emilyslist
1055515873,1,EPWGOP
795430789571837952,0,eric_w_shatraw
18916061,0,EricBauman
955644716443254784,0,EricVolat
89001820,1,Erik_Paulsen
821769014691168256,0,ErnestMoniz
35139868,0,ESalemTX
11522502,1,etsy
20288735,0,faravaharSF
21643769,1,Felkinsworkscom
1090507525462605826,0,FestusPatrickO1
42924141,1,FinancialCmte
45671898,0,finneyk
821023979783782401,1,FL4GOP
76027332,0,FlaDems
2465111220,0,Frank_Avino
31801993,0,FrankPallone
880284689885523968,1,ga9_gop
871811478663426048,0,Gaither4IL
3831486505,0,galbrg
74482441,1,GaRepublicans
78445977,0,GerryConnolly
432676344,0,GKButterfield
3122123479,1,GoldnemovesGold
11134252,1,GOP
3077321821,0,GOP_LGBTQ
21738726,1,GOPBadgers
1138688364,1,GOPEspanol
21878458,1,GOPGovs
22508473,1,GOPoversight
10840862,1,GOPpolicy
1226907504,1,GOPThitinan
545315692,0,gordon447
18906561,1,GovernorPerry
161411080,0,gracenapolitano
878726113740038144,0,granny1543
1071258873863000064,1,GrassJosie
378584930,0,greenthegene
814292178268749824,1,greg_guina
3420965229,1,GregForMontana
23712174,1,GreggHarper
994713337974816768,0,gregproughyaho1
456636692,1,GSpellchecker
198758344,1,GSU_CRs
20192403,1,HASCRepublicans
4009968675,0,HeidiCs
460376288,0,HeidiHeitkamp
242926427,1,HerreraBeutler
1339835893,0,HillaryClinton
44495316,0,hillarykwiatek
239964567,1,HomelandGOP
224391627,1,HouseAdmin
234573331,1,HouseAgGOP
301549400,1,HouseAppropsGOP
2786564756,1,HouseBenghazi
224685124,0,HouseBlueDogs
114756202,1,HouseCommerce
43963249,0,HouseDemocrats
3027286779,0,HouseDPCC
75367781,1,HouseForeignGOP
15207668,1,HouseGOP
285578853,0,HouseMajPAC
23103488,1,housescience
282093902,1,HouseVetAffairs
1249418526,0,HSGAC
822844948433301504,0,iamdarylleon
17547736,1,IssueOneReform
1327513346,0,itascacountydfl
24845003,0,Itsmee_JG
80612021,0,JacksonLeeTX18
525993356,0,JacobCain7
31611298,0,jahimes
1065145460569059331,0,JakobTRX
45991436,0,janicero
24195214,0,janschakowsky
334894942,0,JaredHuffman
15361570,0,jaredpolis
91038197,1,JasonBWhitman
279036722,0,jasonfurman
17800215,1,jasoninthehouse
801255835,1,JasonLewis
181621546,1,JasonSmith929
2752601,0,jaygatties
99759888,1,JBrunemeier
307173259,0,JDrawsComputing
116505994,0,JECDems
109280446,1,JECRepublicans
38520853,1,JeffDuncan_
16056306,1,JeffFlake
18805303,1,JeffFortenberry
1885230674,0,JeffinAurora
986781648,1,jeffsessions
892181170842091521,1,JennaMarieMO4
6742412,1,jennybethm
2337314844,1,JennyMae40
2413913117,0,JenTromans
18632666,1,JerryMoran
280895414,0,JewishDemocrats
979529421039300608,0,jhdemocrats
991119776922550272,1,JillLew87162297
18166778,1,Jim_Jordan
779566170,1,jimbofromGA
7270292,1,JimInhofe
18909919,0,JimLangevin
2337241560,1,JimRenacci
955928899665387520,0,JimRoselieve
589620894,1,jlkeeljr
966325849661288448,0,jmtarpon
231510077,0,JoaquinCastrotx
3609064098,1,JodeyArrington
55861517,0,JodyWeitzman
939091,0,JoeBiden
111635980,0,JoeCrowleyNY
40045792,1,JoeGruters
62919588,0,JoelMartinRubin
941719279875100678,1,JoeMcCarter5
7259302,0,JoeTrippi
5558312,1,JohnBoozman
13218102,1,JohnCornyn
625891051,1,JohnsonCOIAGOP
953133700031623168,1,JonCarp39349703
130496027,0,jonfavs
431105217,0,JoshGottheimer
90902368,0,jpconnorjr
18030431,1,JudgeCarter
74198348,1,JudgeTedPoe
818513652814843906,0,JudiciaryDems
1131917492,1,JudiciaryGOP
822510633434435584,1,judy_kohlberg
44251742,0,JuliaBrownley
19682187,0,JulianCastro
1053014987285950464,0,JulianCastro_20
14090977,0,justanyone
233842454,1,justinamash
459565355,0,JWasserman30
975388636660330496,0,K1971Rodney
715284641,0,kajuna25
3238622359,0,kalila1992
30354991,0,KamalaHarris
1060302060439195648,0,karlynpag
756123897783808000,0,KathyCastorFL
2896500773,0,kcwweber
956324325556146177,0,KEEVHA_DE
14135426,0,keithellison
1155212191,1,KeithRothfus
22545491,1,KenCalvert
921535285917356032,1,KendalBurnette3
28267055,1,kevincramer
431249824,0,kevinkresse
15428227,1,kevinomccarthy
252819642,1,kevinyoder
251393349,0,kgk75
926446070812602371,0,Kilili_Sablan
3121948508,0,kjohns1926
619451921,0,KlinglerRobin
217238658,1,KongsKomments
19168067,1,krhern
114388293,1,KristiNoem
20747881,0,kyrstensinema
584912320,0,LacyClayMO1
59869729,0,LaDemos
1322558402,1,LadiesGOP
18319515,1,Lady_Liberty
842450609055784961,0,LagunaBeachDems
247100165,0,Lake_Research
42692687,0,laurennfrench
920282726577704960,0,LaVonneCockere1
26350255,0,LeslieMarshall
2746202489,0,lib58
999709142058090496,0,lilliantierney2
432895323,1,LindseyGrahamSC
795322426779254785,0,lindy3702
973194078912475140,0,lingering_lib
4049197462,0,LisaBRochester
18061669,1,lisamurkowski
878006456548810752,0,LisaRingGA01
98471035,1,Liz_Cheney
3395521279,1,LleinaSigmon
3604787059,1,LloydStager
36588739,1,LogCabinGOP
63169388,0,louiseslaughter
169785728,0,lovenheim
48566603,1,Loxodonta_s
308276891,0,lsnpolitics
1048305945552375808,0,Lucas20023084
15141113,1,lutherstrange
240303906,1,Madashe2012
1086073339427373057,1,MagaViking
772903942175031296,0,MailafiaObadiah
15745368,1,marcorubio
758374478,0,MarcPBrumer
987042459602620417,1,MarianHernand1
720025504020094976,0,marie243038
37094727,1,MarioDB
309070309,0,MarkPocan
943974193246425088,0,MarkSmi06176476
7429102,0,MarkWarner
278145569,1,MarshaBlackburn
482450423,1,MarthaMcSally
145848235,0,marthapatzer
801111943775973376,0,MarvinDunn4
50788031,0,MaryAReed
1012922064057978882,0,Maryjan25458022
1041461384,1,mattc1776
812078582428213248,0,Matthew4Alabama
92186819,0,maziehirono
1031591,0,mcdonald
1541518434,0,MContrerasSweet
20100423,0,mddems
243701822,1,MDSenateGOP
23176276,1,MeghanMcCain
343171266,1,MiaBLove
166272944,0,MiamiDadeDems
1097058563187331073,1,michael_sapir
15751083,1,michaelcburgess
23725826,1,MichaelJCloud
551371017,1,michaelsernanyc
368472546,0,Michelle4NM
409486555,0,MichelleObama
888031054141022209,1,MickMulvaneyOMB
75785294,0,mikecapuano
600463589,1,MikeCrapo
983700435486769152,0,MikeGil51155094
935368364,1,MikeKellyPA
38358326,1,MikeShawTV
725872685444648960,0,MilfordMaDTC
3272050580,0,MinnehahaCoDems
450351092,0,minnysHaHa
1064383627,0,MiracleMileDems
29537460,0,MissYanely
62831904,0,mjjamato
23534104,0,MoElleithee
123653013,0,MonmouthDems
16782473,1,mortimas
28827600,0,MRamosDC
924776768,0,msdemocrats
293261924,0,msramming
556235011,0,mwilsonua
303633791,0,Nanette4CA
855109542639751169,0,natasharesists
41445718,1,NatResources
761783018,0,NewDemCoalition
221792092,0,NitaLowey
236279233,0,NormaJTorres
35295035,0,Nortonsmom
869996148051804160,0,NotGoogleable
5496932,1,NRCC
5693842,1,NRSC
164369297,0,NydiaVelazquez
931199693601861632,1,NYLibertarians
780676098,0,PartyofReason
103868633,1,PatMeehanPA
27676828,1,PatrickMcHenry
1050111,1,PatrickRuffini
1085611093412593664,0,PatrickWhitePr1
912608010,1,PatTiberi
26062385,1,PatToomey
911070305073942528,0,Patty45229184
293131808,0,PattyMurray
18268819,1,paulmitche11
38978422,0,paybackpledge
965995139327053826,1,PaytonNewsBlog
2201188481,0,pdwhitman5
38978018,1,Pearce4NM
821763194372943872,0,PennyPritzker
2846568116,0,PerkettShari
41173731,0,Perrydigm
24735461,1,PeteSessions
1075156620626280449,0,PJBradley4
2986034147,0,politicsluo
3227568906,0,PositivelyDem
4880850619,0,prdc16
242584601,0,QCYD
1075258061470687232,0,queerdemocrats
1623716108,0,RachelReddick
1039708968229199872,1,RadRepGrant
216881337,1,RandPaul
246341769,1,Raul_Labrador
878247600096509952,1,RealCandaceO
435370641,1,realJoelBos
1053459700690358272,0,RealMitchG
46184745,1,ReElectWittman
35518719,1,rellis76
234469322,1,rep_stevewomack
2962891515,1,RepAbraham
2916086925,0,RepAdams
58928690,0,RepAdamSmith
296245061,1,RepAdrianSmith
2964526557,1,RepAlexMooney
156333623,0,RepAlGreen
3026622545,1,RepAmata
199325935,0,RepAndreCarson
1089334250,1,RepAndyBarr
816652616625168388,1,RepAndyBiggsAZ
960962340,1,RepAndyHarrisMD
1058717720,0,RepAnnieKuster
1051446626,1,RepAnnWagner
248735463,0,RepBarbaraLee
1531521632,0,RepBeatty
950783972,0,RepBera
1080509366,0,RepBillFoster
1849261916,1,RepBlaine
15954997,0,repblumenauer
558769636,0,RepBonamici
2968451607,0,RepBonnie
2964877294,1,RepBost
518644221,1,RepBradWenstrup
231108733,0,RepBrendanBoyle
2929491549,1,RepBrianBabin
816303263586914304,1,RepBrianFitz
814103950404239360,1,RepBrianMast
2973870195,1,RepBuddyCarter
2253968388,1,RepByrne
816157667882373120,0,RepCarbajal
1222257180,0,RepCardenas
776664410,0,RepCartwright
242376736,1,RepCharlieDent
1092979962,0,RepCheri
1072008757,1,RepChrisStewart
235190657,1,RepChuck
462143773,0,RepCicilline
843636970538618880,1,RepClayHiggins
163570705,0,repcleaver
1137600571,1,RepCloakroom
162069635,0,RepCohen
2933760046,1,RepComstock
210926192,0,RepCuellar
787373558,0,RepCummings
3353670647,1,RepDanDonovan
1045110018,0,RepDanKildee
789244177,0,RepDannyDavis
976969338,1,RepDaveJoyce
229197216,1,RepDavid
834069080,1,RepDavidRouzer
314205957,1,RepDavidYoung
2970279814,0,RepDebDingell
995193054,0,RepDelBene
1058917562,0,RepDerekKilmer
2968007206,0,RepDeSaulnier
344972339,1,RepDevinNunes
28599820,0,RepDianaDeGette
110545675,1,RepDianeBlack
584012853,1,RepDLamborn
1155335864,0,RepDonaldPayne
818975124460335106,1,RepDonBacon
2962868158,0,RepDonBeyer
1060487274,1,RepDougCollins
806583915012046854,1,RepDrewFerguson
90639372,0,RepDwightEvans
168502762,0,RepEBJ
246769138,1,RepEdRoyce
164007407,0,RepEliotEngel
817076257770835968,0,RepEspaillat
1083448909,0,RepFilemonVela
242772524,1,RepFrankLucas
124224165,1,RepFredUpton
2953974395,1,RepFrenchHill
815966620300480514,1,RepGallagher
88806753,0,RepGaramendi
2951574214,1,RepGarretGraves
1080986167003230208,0,RepGilCisneros
818536152588238849,0,RepGonzalez
37920978,1,RepGoodlatte
240760644,1,RepGosar
1051127714,0,RepGraceMeng
32010840,1,repgregwalden
2976606250,1,RepGrothman
26051676,1,RepGusBilirakis
1908143071,1,RepGuthrie
36948268,0,RepGutierrez
22669526,0,RepGwenMoore
550401754,1,RepHalRogers
235373000,0,RepHanabusa
24745957,0,RepHankJohnson
237763317,1,RepHartzler
1058460818,1,RepHolding
233949261,1,RepHuizenga
237814920,1,RepHultgren
815241612154417152,1,RepJackBergman
1080191866509901826,0,RepJasonCrow
815733290955112448,0,RepJayapal
467823431,0,RepJeffries
819744763020775425,1,RepJenniffer
245451804,0,RepJimCosta
2371339658,0,RepJimmyGomez
796736612554117120,0,RepJimmyPanetta
19929362,1,RepJoeBarton
85396297,0,RepJoeCourtney
254082173,1,RepJoeWilson
1883356866,1,RepJohnDuncanJr
815931811348017152,1,RepJohnFaso
50452197,0,RepJohnLarson
29450962,0,repjohnlewis
243677635,1,RepJohnZerwas
1260172386,0,RepJuanVargas
193732179,0,RepJudyChu
239949176,0,RepKarenBass
2970462034,0,RepKathleenRice
2862577383,1,RepKenBuck
23976316,1,RepKenMarchant
19926675,1,RepKevinBrady
816282029276938240,0,RepKihuen
219429281,1,RepKinzinger
3686482216,1,RepLaHood
1069124515,1,RepLaMalfa
613725908,1,RepLanceNJ7
234812598,1,RepLarryBucshon
2863006655,0,RepLawrence
312134473,0,RepLindaSanchez
1009269193,0,RepLipinski
816719802328715264,1,RepLizCheney
153944899,0,RepLloydDoggett
1077121945,0,RepLoisFrankel
815985039485837312,0,RepLouCorrea
2914163523,1,RepLoudermilk
22055226,1,replouiegohmert
1055730738,0,RepLowenthal
130901013,0,RepLynch
258900199,0,RepMaloney
153486399,0,RepMarciaFudge
581141508,0,RepMarcyKaptur
963480595,1,RepMarkMeadows
1037321378,0,RepMarkTakano
2966205003,1,RepMarkWalker
36686040,0,RepMaxineWaters
26424123,1,RepMcCaul
50152441,1,RepMcClintock
242426145,0,RepMcGovern
240427862,1,RepMcKinley
234057152,1,RepMGriffith
1067541214671577093,0,RepMGS
19407835,1,RepMikeCoffman
56864092,0,RepMikeQuigley
33977070,1,RepMikeRogersAL
51228911,1,RepMikeTurner
237299871,1,RepMoBrooks
2696643955,1,RepMoolenaar
2930635215,1,RepNewhouse
808416682972770304,0,RepOHalleran
84119348,0,RepPaulTonko
20552026,0,RepPerlmutter
3018670151,0,RepPeteAguilar
18277655,1,RepPeteKing
20053279,1,RepPeteOlson
252249233,0,RepPeterDeFazio
950328072,1,RepPittenger
2932617195,1,RepPoliquin
880480631108644864,1,RepRalphNorman
806906355214852096,0,RepRaskin
28602948,0,RepRaulGrijalva
213634439,1,RepReneeEllmers
442824717,0,RepRichardNeal
935033864,1,RepRichHudson
267854863,0,RepRichmond
2964287128,1,RepRickAllen
233693291,1,RepRickCrawford
404132211,0,RepRickLarsen
235719973,1,RepRivera
1339931490,0,RepRobinKelly
2382685057,1,RepRobWoodall
2965083477,1,RepRodBlum
816298918468259841,0,RepRoKhanna
854715071116849157,1,RepRonEstes
112740986,0,RepRonKind
816111677917851649,1,RepRooney
479872233,0,RepRoybalAllard
2966758114,1,RepRussell
828977216595849216,1,RepRutherfordFL
1077446982,1,RepRWilliams
29766367,1,RepSamGraves
25781141,0,repsandylevin
1499993378,1,RepSanfordSC
1071840474,0,RepSchneider
20545793,0,RepSchrader
1135486501,0,RepScottPeters
1072467470,0,RepSeanMaloney
15600527,1,RepShimkus
41417564,1,RepSmucker
24913074,0,RepSpeier
796183515998068736,0,RepStephMurphy
237750442,1,RepSteveChabot
211420609,1,RepSteveStivers
942156122,0,RepSwalwell
137794015,0,RepTedDeutch
3044993235,0,RepTedLieu
1071900114,1,RepTedYoho
381152398,0,RepTerriSewell
975200486,1,RepThomasMassie
303861808,0,RepThompson
13491312,0,RepTimRyan
242873057,1,RepTipton
818460870573441028,1,RepTomGarrett
190328374,1,RepTomGraves
2962994194,1,RepTomMacArthur
816705409486618624,0,RepTomSuozzi
961339138883706885,1,republicans_sbu
753060090740088833,1,RepublicansNYC
22528309,1,RepublicanStudy
1074129612,0,RepVeasey
237862972,1,RepWalberg
1065995022,1,RepWalorski
26778110,1,RepWalterJones
281540744,1,RepWebster
2852998461,1,RepWesterman
234014087,0,RepWilson
240812994,0,RepYvetteClarke
267938462,0,RepZoeLofgren
994671413377323008,1,Richard19169285
936754297420898304,1,rick_denu
19932400,0,RickeyCole
18981785,1,RiponSociety
39510422,1,RJC
18673125,1,rmack2x
55329156,1,RNCResearch
76452765,1,Robert_Aderholt
17996269,0,robert_brady
2405128434,1,RobertJ76817794
940583202699251712,0,robinson_cide
993153006,1,RodneyDavis
1240107944,1,RogerMarshallMD
250188760,0,RonWyden
140519774,0,rosadelauro
4749863113,0,RosenforNevada
14275291,1,RosLehtinen
21269970,1,RoyBlunt
15058530,1,rrxprsfan
18542401,0,rsemmel
189224945,0,rudylaur1
78369108,1,RulesReps
882383781063274498,0,RuralDemocrats
2148701,0,RyanAlexander
61553835,1,samjohnson
1091516145423781889,0,sandwichdtcma
249410485,0,SanfordBishop
869261875,0,SAPOMBOR
2863228577,0,SASCDems
275572403,1,SASCGOP
748477502,1,sassyandcowgirl
53929374,0,Schriock1
272465994,0,ScottDavidCast
582259915,0,scottherman4fl
110755266,1,ScottMAustin
956283913835614208,1,SecAzar
826065858548133888,1,SecElaineChao
935148134505828353,1,SecNielsen
988573326376427520,1,SecPompeo
829782369670410240,1,SecPriceMD
819980276570976256,1,SecretaryAcosta
828613457020870657,1,SecretaryCarson
836305915452272641,1,SecretaryRoss
827258161841135623,1,SecretaryZinke
1024390184090181633,1,SecWilkie
234374703,0,Sen_JoeManchin
76649729,1,SenAlexander
944574141432201216,0,Senate_Traitors
104324860,0,SenateBanking
372837125,1,SenateCloakroom
73238146,0,SenateDems
14344823,1,SenateGOP
114896223,1,SenateRPC
1074518754,0,SenatorBaldwin
21157904,1,SenatorBurr
117501995,0,SenatorCantwell
109071031,0,SenatorCardin
249787913,0,SenatorCarper
19726613,1,SenatorCollins
247334603,0,SenatorDurbin
291756142,1,SenatorEnzi
946549322,0,SenatorHassan
78403308,1,SenatorIsakson
225921757,1,SenatorLankford
242836537,0,SenatorLeahy
18695134,0,SenatorMenendez
1096059529,1,SenatorRisch
2955485182,1,SenatorRounds
109287731,0,SenatorShaheen
515822213,0,SenatorTester
217543151,1,SenatorTimScott
60828944,0,SenatorTomUdall
264219447,1,SenatorWicker
20597460,0,SenBillNelson
278124059,0,SenBlumenthal
171598736,0,SenBobCasey
73303753,1,SenBobCorker
193794406,1,SenCapito
811313565760163844,0,SenCortezMasto
235217558,1,SenCoryGardner
212262370,1,SenDanCoats
2891210047,1,SenDanSullivan
2863210809,1,sendavidperdue
266133081,1,SenDeanHeller
216503958,0,SenDonnelly
941080085121175552,0,SenDougJones
1058520120,0,SenDuckworth
171968009,0,SenFranken
236511574,0,SenGaryPeters
72198806,0,SenGillibrand
486694111,0,SenJackReed
29201047,0,SenJeffMerkley
202206694,1,SenJohnBarrasso
382791093,1,SenJohnHoeven
816683274076614656,1,SenJohnKennedy
19394188,1,SenJohnMcCain
595119239,1,SenJohnStevens
2856787757,1,SenJoniErnst
21406834,0,SenMarkey
88784440,1,SenMikeLee
262756641,1,senorrinhatch
75364211,1,SenPatRoberts
233737858,1,SenRonJohnson
17494010,0,SenSchumer
21111098,1,SenShelby
1074480192,1,SenTedCruz
555474658,1,SenThadCochran
234128524,1,SenToddYoung
968650362,1,SenTomCotton
970207298,0,SenWarren
242555999,0,SenWhitehouse
248495200,0,sethmoulton
1924400334,1,ShamedDoganMO
964201091599601664,0,ShariPerkett
30314529,0,Sharon_Moore60
24768753,0,SherrodBrown
1002958863174422529,1,ShuffWorld
756279702,0,shyamsraman
2183936735,1,Skidkid6114Gary
825851852340199424,0,SlingerFL55
61871814,1,slscheffler
1566650000,0,Solutioneer72
896405345752559616,1,SourcesForCNN
1452191094,1,SpaldingGroup
827279765287559171,1,SpeakerJohnson
19739126,1,SpeakerMcCarthy
15764644,0,SpeakerPelosi
18916432,1,SpeakerRyan
1255214533,1,SpenceRogers
57123630,0,SS_Beall
20113797,0,stabenow
2724095695,0,StaceyPlaskett
939576336989016064,0,steelenchouse
266719387,0,StenyHoyer
11651202,1,SteveDaines
48117116,1,SteveKingIA
799764016885329921,1,stevenmnuchin1
1209417007,1,SteveScalise
174369590,0,SteveWCarlson
40299103,1,STLGOP
3063996411,0,StopBigMoney
1074101017,1,SusanWBrooks
979502504860966912,1,suxxerillsf
36583020,1,SuziVoyles
800704496246484992,0,swingleft
971572848392376322,0,SwingLeftNYC
788075094711107584,0,SylviaBurwell
3734010737,1,TarponGOP
1441986433,0,TastyBaldEagle
965566396930449411,0,tater111955
69086398,1,TeamRoby
154139987,0,TeamSheaPorter
56486531,1,TeriGalvezDC
3347236137,0,TerryJanetatos
68219213,0,texasdemocrats
37760670,1,TexasGOP
237348797,1,TGowdySC
2685397856,1,The_Tim_Murphy
939720318800875520,1,theamecs1
14377605,0,TheDemocrats
1599266138,0,themaxburns
779188582296670208,1,Thomash2020MAGA
364591768,0,thomp_julie
22195441,1,ThomTillis
85726335,0,Tim_Walz
172858784,0,timkaine
47724293,0,TinaSmithMN
1505926237,0,TmayofourTodd
17544524,1,ToddRokita
23124635,1,TomColeOK04
4797361833,0,TomPerez
995931227155783680,0,TomWillMadeIt
876625565809221632,1,Tonyrui33860374
882837562104176642,0,Tosca225
141288664,0,trojandemocrats
1071133524080644097,0,TrotzJohn
603083228,1,Troy_Balderson
885667789247262722,1,Truefireball
26637348,0,TulsiGabbard
1058051748,1,TXRandy14
15170457,0,UDems
898565402346827779,0,USJewishDems
2861616083,1,USRepGaryPalmer
232992031,0,USRepKeating
39249305,0,USRepMikeDoyle
1055685948,0,USRepRickNolan
118078436,0,VanessaLO10
726430258459762690,1,VeeckJeb
20467163,1,VernBuchanan
1071453553766658049,0,vest_tax
16256269,1,virginiafoxx
1010616057932013571,0,VoteBrendaJones
1014819282226728963,0,VoteHafner
977247448820305920,0,votemorelle
818910970567344128,1,VP
425505686,1,VTCRs
499194588,1,vtemple1776
742735530287304704,1,WarrenDavidson
2243030312,0,Watson_Adrienne
767986753,0,WCDems
1092297796755976195,0,Weber_YoungDems
2293131060,0,WhipKClark
493206648,0,Whoo_Gravy
533324996,0,wildforcongress
40069846,0,WINonline
325194681,0,wordspurify27
1080642228404539392,1,wwjjmem56
234763384,0,yarmuth
10836362,0,YatPundit
5990782,0,youngdems
971275297063690240,0,youngking818
341265203,1,ZHayes2025
988858472132415489,0,ZoeLofgren
